battle_id,attacker_faction,defender_faction,terrain,weather,att_heavy_infantry,att_spearmen,att_sword_infantry,att_archers,att_skirmishers,att_light_cavalry,att_shock_cavalry,att_artillery,def_heavy_infantry,def_spearmen,def_sword_infantry,def_archers,def_skirmishers,def_light_cavalry,def_shock_cavalry,def_artillery,att_general_rating,def_general_rating,att_avg_morale,def_avg_morale,att_fatigue,def_fortified,att_reinforcement_minute,resolution_mode,current_autoresolver_call,att_casualty_pct,def_casualty_pct,outcome
B0597,Mareth Imperium,Duskwood Clans,river_crossing,fog,3,2,3,4,0,2,9,6,0,0,8,7,0,8,0,1,3,3,74,62,0,1,0,auto,attacker,0.483,0.766,attacker
B0598,Kessari Riders,Orenthal League,forest,rain,1,3,0,8,1,6,2,0,1,1,1,8,1,4,2,0,4,2,82,74,28,0,14,manual,attacker,0.508,0.744,attacker
B0599,Kessari Riders,Duskwood Clans,river_crossing,clear,4,2,0,2,6,7,3,1,3,1,3,1,6,3,0,2,5,2,88,43,33,0,0,auto,attacker,0.508,0.544,attacker
B0600,Sable Nomads,Duskwood Clans,hills,rain,2,4,1,3,1,3,3,1,2,0,3,5,11,3,2,1,2,4,70,81,18,1,19,auto,defender,0.698,0.414,defender
B0601,Mareth Imperium,Sable Nomads,forest,clear,0,1,0,4,0,5,12,4,0,1,0,1,7,5,5,1,5,1,95,80,70,1,0,manual,attacker,0.534,0.8,attacker
B0602,Duskwood Clans,Latian Republic,river_crossing,clear,0,2,3,1,6,5,0,7,2,1,9,4,1,0,0,3,4,3,84,66,27,1,0,auto,attacker,0.773,0.456,defender
B0603,Duskwood Clans,Vharn Confederacy,forest,clear,3,1,2,2,9,3,3,2,2,11,0,3,1,6,1,0,1,1,81,52,5,0,0,manual,attacker,0.913,0.503,defender
B0604,Kessari Riders,Orenthal League,forest,rain,0,1,1,0,3,10,3,1,2,0,5,4,0,6,0,1,3,1,67,93,90,0,0,auto,attacker,0.819,0.371,defender
B0605,Duskwood Clans,Mareth Imperium,plains,clear,2,1,4,1,5,10,0,0,5,1,8,2,2,0,0,0,2,1,73,56,61,0,0,auto,attacker,0.26,0.792,attacker
B0606,Kessari Riders,Mareth Imperium,river_crossing,clear,1,2,0,1,6,2,10,0,10,2,0,1,1,0,2,6,4,3,75,55,42,1,0,auto,attacker,0.72,0.487,defender
B0607,Kessari Riders,Sable Nomads,marsh,clear,0,9,4,2,0,6,1,6,0,0,0,10,3,9,2,0,4,4,67,55,38,0,0,auto,attacker,0.365,0.826,attacker
B0608,Orenthal League,Duskwood Clans,marsh,fog,0,3,5,0,5,6,3,0,1,0,6,0,6,4,7,0,5,2,87,87,0,0,0,auto,attacker,0.357,0.853,attacker
B0609,Vharn Confederacy,Kessari Riders,hills,clear,5,4,5,13,1,0,0,2,4,0,1,0,4,2,1,12,5,2,86,64,32,1,7,auto,attacker,0.4,0.693,attacker
B0610,Kessari Riders,Selene Dominion,river_crossing,clear,1,3,9,0,4,2,4,3,2,7,0,5,1,1,0,6,4,3,65,46,31,0,0,auto,attacker,0.497,0.777,attacker
B0611,Duskwood Clans,Orenthal League,hills,rain,0,0,1,0,4,6,8,1,0,6,3,4,2,6,2,0,1,1,78,76,10,0,18,auto,defender,0.829,0.399,defender
B0612,Mareth Imperium,Duskwood Clans,plains,clear,3,4,9,2,1,1,6,1,0,1,1,3,2,11,3,1,5,4,71,59,30,0,0,auto,attacker,0.38,0.594,attacker
B0613,Kessari Riders,Orenthal League,plains,fog,2,1,0,1,7,6,3,3,7,0,5,3,1,8,2,1,4,3,81,59,14,0,0,auto,defender,0.759,0.425,defender
B0614,Latian Republic,Vharn Confederacy,plains,clear,7,5,3,6,0,1,1,0,10,10,1,1,3,0,1,2,4,2,40,88,28,0,0,auto,defender,0.913,0.371,defender
B0615,Selene Dominion,Mareth Imperium,plains,clear,1,1,0,7,2,0,2,8,12,2,1,0,0,0,7,1,4,4,44,67,55,0,16,auto,attacker,0.832,0.421,defender
B0616,Selene Dominion,Sable Nomads,river_crossing,clear,0,4,1,5,4,2,0,7,7,0,2,3,5,7,0,1,5,5,99,55,43,0,18,manual,attacker,0.719,0.394,defender
B0617,Selene Dominion,Duskwood Clans,marsh,clear,4,1,2,7,2,1,2,2,1,0,15,1,1,7,1,1,3,2,51,79,39,1,8,auto,defender,0.834,0.459,defender
B0618,Orenthal League,Mareth Imperium,marsh,clear,3,4,3,0,0,7,5,0,12,4,1,0,0,0,6,0,5,3,52,80,38,0,21,auto,attacker,0.593,0.288,defender
B0619,Kessari Riders,Latian Republic,forest,clear,2,4,0,0,5,1,5,7,0,1,5,12,1,2,2,2,2,4,63,78,12,1,23,manual,defender,0.886,0.374,defender
B0620,Duskwood Clans,Selene Dominion,forest,clear,1,0,1,15,5,2,2,0,0,3,0,5,0,5,1,10,2,2,52,90,58,0,0,auto,attacker,0.898,0.435,defender
B0621,Orenthal League,Kessari Riders,plains,clear,6,3,1,7,3,5,0,2,1,4,5,0,1,4,4,1,5,5,40,66,48,0,0,manual,attacker,0.742,0.483,defender
B0622,Kessari Riders,Sable Nomads,forest,fog,1,1,1,3,3,9,1,0,0,1,11,2,1,5,5,0,5,5,67,73,28,0,0,auto,defender,0.668,0.329,defender
B0623,Sable Nomads,Duskwood Clans,marsh,clear,0,1,1,2,5,14,0,2,1,1,6,3,6,0,3,0,2,2,52,81,10,1,0,auto,attacker,0.889,0.498,defender
B0624,Mareth Imperium,Duskwood Clans,plains,clear,19,1,1,1,2,0,2,0,1,1,1,3,2,3,5,6,2,2,71,63,20,1,0,auto,attacker,0.497,0.867,attacker
B0625,Latian Republic,Orenthal League,plains,clear,1,2,0,9,4,4,0,4,5,4,0,8,1,8,1,0,3,4,83,60,19,1,0,manual,defender,0.824,0.458,defender
B0626,Kessari Riders,Sable Nomads,hills,rain,0,4,1,11,0,4,5,0,1,1,6,2,1,10,2,0,2,1,76,76,38,1,11,auto,attacker,0.814,0.415,defender
B0627,Vharn Confederacy,Orenthal League,forest,clear,12,3,0,1,6,0,0,3,1,1,1,1,3,1,6,9,2,4,90,60,42,0,0,auto,attacker,0.412,0.735,attacker
B0628,Kessari Riders,Latian Republic,hills,clear,1,0,0,5,8,6,3,1,3,2,12,0,1,0,1,6,3,1,61,64,42,1,15,auto,defender,0.377,0.715,attacker
B0629,Vharn Confederacy,Kessari Riders,plains,fog,12,1,5,0,1,0,1,2,0,1,4,0,2,1,0,12,2,2,72,62,17,0,22,auto,attacker,0.569,0.66,attacker
B0630,Selene Dominion,Orenthal League,plains,clear,6,1,3,5,1,1,1,2,2,1,8,4,4,4,2,0,3,2,85,86,18,0,14,manual,defender,0.767,0.442,defender
B0631,Selene Dominion,Mareth Imperium,plains,clear,0,1,0,4,8,11,0,1,3,0,1,2,0,0,6,13,4,1,58,83,0,0,16,auto,attacker,0.363,0.729,attacker
B0632,Duskwood Clans,Kessari Riders,river_crossing,clear,4,0,3,6,1,10,0,0,1,1,3,1,5,4,1,10,1,1,48,71,46,0,0,auto,attacker,0.377,0.856,attacker
B0633,Sable Nomads,Latian Republic,river_crossing,clear,9,1,0,0,10,6,0,4,4,5,3,0,2,2,2,2,2,1,51,56,18,0,0,auto,attacker,0.47,0.875,attacker
B0634,Latian Republic,Orenthal League,hills,rain,1,0,1,3,9,2,3,1,7,1,1,1,7,2,3,0,1,5,80,53,37,0,0,auto,attacker,0.6,0.301,defender
B0635,Duskwood Clans,Mareth Imperium,hills,rain,0,0,1,4,8,6,0,1,3,2,1,2,0,0,6,4,3,5,72,63,34,0,0,auto,attacker,0.7,0.379,defender
B0636,Vharn Confederacy,Orenthal League,plains,clear,2,10,0,10,2,1,0,0,1,4,4,8,0,1,1,1,4,3,95,85,76,0,15,auto,attacker,0.665,0.478,defender
B0637,Orenthal League,Duskwood Clans,hills,clear,3,1,1,4,0,14,0,0,0,0,2,3,14,1,1,0,4,2,85,52,29,1,0,auto,attacker,0.293,0.725,attacker
B0638,Duskwood Clans,Sable Nomads,hills,rain,1,3,1,7,9,2,0,1,0,3,1,2,11,7,2,1,1,5,62,64,44,0,7,auto,defender,0.91,0.461,defender
B0639,Mareth Imperium,Vharn Confederacy,river_crossing,fog,4,1,0,0,0,14,1,0,4,3,9,0,2,0,2,1,1,4,92,73,49,1,15,manual,defender,0.728,0.323,defender
B0640,Selene Dominion,Mareth Imperium,river_crossing,clear,4,7,2,7,5,1,1,3,11,7,1,2,0,0,2,1,2,3,79,71,0,0,21,auto,attacker,0.439,0.676,attacker
B0641,Selene Dominion,Orenthal League,river_crossing,clear,0,2,0,2,12,6,2,4,0,1,9,5,3,5,1,1,4,4,42,78,16,0,25,auto,attacker,0.851,0.392,defender
B0642,Duskwood Clans,Selene Dominion,hills,rain,0,1,8,9,4,1,0,1,0,2,2,2,8,0,2,6,3,2,81,100,57,1,0,auto,attacker,0.685,0.513,defender
B0643,Kessari Riders,Duskwood Clans,hills,clear,1,7,0,1,5,4,3,1,0,0,12,0,1,4,0,5,5,1,68,49,59,0,0,auto,attacker,0.546,0.743,attacker
B0644,Orenthal League,Duskwood Clans,forest,clear,6,3,1,6,4,2,0,2,1,1,1,4,15,1,0,1,3,4,55,53,19,0,14,auto,attacker,0.514,0.892,attacker
B0645,Kessari Riders,Orenthal League,hills,fog,0,0,0,1,12,2,8,1,5,2,5,6,0,1,0,4,1,3,61,64,37,0,0,auto,attacker,0.429,0.726,attacker
B0646,Latian Republic,Selene Dominion,forest,clear,2,1,14,1,0,0,7,0,1,10,1,2,2,0,4,5,1,1,75,53,74,1,5,auto,attacker,0.444,0.783,attacker
B0647,Latian Republic,Kessari Riders,forest,clear,0,2,11,3,3,1,4,1,2,0,2,7,5,4,5,0,4,3,82,70,19,0,15,auto,attacker,0.345,0.703,attacker
B0648,Kessari Riders,Selene Dominion,plains,rain,1,0,0,12,11,1,1,0,3,1,5,8,1,1,0,6,5,1,54,97,34,0,0,auto,attacker,0.409,0.74,attacker
B0649,Kessari Riders,Mareth Imperium,hills,rain,0,4,2,0,1,7,8,1,9,3,5,0,3,2,1,1,4,3,83,81,30,0,5,auto,attacker,0.914,0.472,defender
B0650,Sable Nomads,Kessari Riders,forest,clear,6,8,0,3,2,3,2,4,5,2,1,0,0,1,14,0,3,2,63,84,0,1,19,auto,attacker,0.442,0.811,attacker
B0651,Selene Dominion,Mareth Imperium,marsh,clear,1,4,2,1,1,8,0,3,1,4,0,4,0,4,2,3,2,1,84,62,44,0,0,auto,attacker,0.727,0.489,defender
B0652,Selene Dominion,Kessari Riders,forest,clear,5,8,1,3,7,0,0,4,0,2,0,1,0,2,3,16,5,1,43,75,58,1,15,manual,attacker,0.408,0.801,attacker
B0653,Duskwood Clans,Vharn Confederacy,marsh,rain,1,0,5,1,5,6,0,9,1,2,2,1,6,0,1,7,5,5,66,75,51,0,0,auto,attacker,0.411,0.914,attacker
B0654,Orenthal League,Mareth Imperium,plains,clear,5,2,2,8,0,1,4,0,11,4,3,1,0,0,1,3,5,5,78,62,48,1,5,auto,defender,0.5,0.624,attacker
B0655,Orenthal League,Mareth Imperium,plains,clear,1,0,1,3,8,7,0,2,3,0,0,0,1,0,13,3,4,2,40,58,44,0,0,auto,attacker,0.797,0.404,defender
B0656,Duskwood Clans,Vharn Confederacy,plains,clear,1,0,3,3,12,5,1,0,2,3,6,12,0,0,0,0,4,1,73,41,64,0,0,auto,attacker,0.391,0.745,attacker
B0657,Orenthal League,Vharn Confederacy,river_crossing,clear,6,2,0,2,2,9,1,3,1,4,0,6,3,2,0,12,5,3,63,68,53,0,0,auto,defender,0.855,0.376,defender
B0658,Duskwood Clans,Kessari Riders,hills,clear,0,1,2,1,19,4,0,2,0,2,0,0,6,6,3,1,2,4,54,75,28,0,0,auto,attacker,0.825,0.511,defender
B0659,Kessari Riders,Orenthal League,marsh,clear,4,12,0,0,2,2,1,1,4,6,5,2,0,0,1,0,4,4,93,85,80,0,0,manual,attacker,0.974,0.417,defender
B0660,Selene Dominion,Latian Republic,plains,clear,1,13,6,3,2,2,0,1,11,3,2,0,0,8,1,0,2,5,77,81,33,0,17,auto,attacker,0.389,0.879,attacker
B0661,Sable Nomads,Selene Dominion,forest,clear,1,1,1,1,6,10,2,1,1,0,1,11,2,4,0,2,4,5,75,63,11,0,0,auto,attacker,0.446,0.683,attacker
B0662,Selene Dominion,Mareth Imperium,marsh,clear,1,3,1,6,2,0,0,10,0,1,1,0,4,0,16,1,1,4,50,70,52,0,0,auto,attacker,0.699,0.349,defender
B0663,Mareth Imperium,Vharn Confederacy,plains,rain,2,3,7,0,3,1,8,1,0,3,0,10,0,3,1,6,1,4,70,98,35,0,0,manual,attacker,0.401,0.641,attacker
B0664,Sable Nomads,Selene Dominion,forest,fog,4,0,4,2,6,6,0,2,0,3,4,4,1,3,0,2,4,4,61,47,79,0,0,auto,attacker,0.352,0.729,attacker
B0665,Orenthal League,Kessari Riders,plains,clear,4,6,8,1,1,3,2,1,5,0,1,0,4,1,10,0,5,1,80,76,58,1,0,auto,attacker,0.409,0.79,attacker
B0666,Latian Republic,Mareth Imperium,hills,rain,6,7,3,0,0,4,0,2,4,2,0,3,2,3,5,0,4,4,74,76,47,0,24,manual,attacker,0.372,0.564,attacker
B0667,Selene Dominion,Kessari Riders,hills,rain,6,7,2,7,1,1,0,3,0,0,1,0,1,4,11,5,5,2,89,89,28,0,20,auto,attacker,0.44,0.839,attacker
B0668,Kessari Riders,Mareth Imperium,plains,rain,0,1,4,1,7,4,3,6,1,3,0,2,0,7,5,4,5,1,84,52,30,1,0,manual,attacker,0.732,0.504,defender
B0669,Mareth Imperium,Selene Dominion,plains,rain,1,2,0,2,1,10,4,0,1,8,0,8,5,0,0,6,4,3,52,54,0,0,0,manual,defender,0.459,0.844,attacker
B0670,Selene Dominion,Kessari Riders,river_crossing,rain,0,1,0,10,8,2,1,0,2,0,0,5,5,2,5,0,4,1,80,72,20,0,7,auto,attacker,0.772,0.422,defender
B0671,Latian Republic,Orenthal League,plains,rain,8,3,2,2,2,2,0,5,2,5,2,9,2,2,0,0,3,3,70,71,39,0,6,manual,attacker,0.489,0.751,attacker
B0672,Sable Nomads,Latian Republic,forest,clear,0,2,7,5,6,2,0,0,5,2,3,0,1,0,5,0,1,1,81,97,24,0,12,auto,attacker,0.294,0.798,attacker
B0673,Mareth Imperium,Vharn Confederacy,river_crossing,clear,0,5,0,2,0,6,9,1,4,1,0,5,0,2,2,9,1,1,68,63,7,0,20,manual,attacker,0.378,0.792,attacker
B0674,Mareth Imperium,Latian Republic,forest,rain,0,4,0,0,2,3,18,2,4,14,2,0,5,0,0,0,4,4,59,68,60,0,0,manual,attacker,0.661,0.225,defender
B0675,Latian Republic,Mareth Imperium,hills,fog,1,2,5,11,0,4,0,1,7,1,0,0,1,4,5,6,1,2,77,86,45,0,15,auto,attacker,0.833,0.375,defender
B0676,Latian Republic,Sable Nomads,marsh,clear,4,9,2,1,1,1,0,5,3,1,1,6,6,6,0,1,1,3,71,78,47,1,15,auto,defender,0.837,0.464,defender
B0677,Latian Republic,Selene Dominion,river_crossing,clear,3,5,0,3,10,0,1,1,4,4,0,2,8,0,1,2,3,3,79,64,62,0,14,manual,attacker,0.779,0.375,defender
B0678,Sable Nomads,Mareth Imperium,marsh,clear,0,5,1,0,2,2,1,8,4,7,2,0,0,1,13,0,4,1,85,64,0,0,7,auto,defender,0.817,0.478,defender
B0679,Selene Dominion,Orenthal League,forest,clear,1,5,2,5,3,2,1,4,6,0,2,2,0,5,4,0,1,3,73,81,17,0,12,auto,attacker,0.741,0.462,defender
B0680,Latian Republic,Mareth Imperium,hills,rain,4,6,0,3,1,2,2,5,5,5,1,0,6,1,4,2,1,2,79,80,26,1,0,manual,defender,0.844,0.374,defender
B0681,Sable Nomads,Duskwood Clans,river_crossing,clear,1,7,0,3,1,11,0,0,1,0,2,1,6,5,1,1,4,5,79,98,32,0,0,auto,attacker,0.501,0.839,attacker
B0682,Sable Nomads,Selene Dominion,forest,clear,0,0,1,1,15,2,0,2,2,2,0,7,1,1,2,6,5,2,63,66,3,1,10,auto,attacker,0.437,0.807,attacker
B0683,Latian Republic,Selene Dominion,forest,rain,9,2,4,0,0,0,1,2,1,3,1,2,5,2,11,2,3,2,59,78,19,1,0,auto,defender,0.506,0.79,attacker
B0684,Orenthal League,Selene Dominion,marsh,clear,5,9,3,3,0,1,5,1,11,2,1,0,2,0,0,2,4,5,63,57,34,0,23,auto,attacker,0.478,0.785,attacker
B0685,Orenthal League,Sable Nomads,forest,clear,5,14,0,0,0,1,2,0,1,0,0,6,10,2,1,0,2,2,73,70,54,0,0,auto,attacker,0.43,0.843,attacker
B0686,Kessari Riders,Vharn Confederacy,river_crossing,rain,5,0,3,2,4,4,8,0,3,7,1,2,0,12,0,0,2,5,89,54,35,0,25,auto,attacker,0.679,0.223,defender
B0687,Orenthal League,Latian Republic,marsh,rain,1,3,2,9,1,3,5,0,6,1,4,5,0,1,2,1,3,1,59,73,15,0,8,auto,attacker,0.537,0.884,attacker
B0688,Sable Nomads,Duskwood Clans,plains,clear,3,0,2,0,4,3,4,0,0,1,3,7,6,1,0,0,5,3,90,73,29,0,0,manual,defender,0.399,0.722,attacker
B0689,Vharn Confederacy,Latian Republic,marsh,clear,1,1,4,7,1,6,0,2,7,5,7,3,0,0,1,2,4,5,59,70,42,0,8,auto,defender,0.866,0.399,defender
B0690,Kessari Riders,Latian Republic,plains,rain,0,0,2,0,12,2,4,1,4,2,6,0,1,1,0,9,5,4,68,63,49,0,0,auto,attacker,0.498,0.844,attacker
B0691,Latian Republic,Duskwood Clans,hills,clear,4,2,9,1,2,4,2,0,1,0,3,3,8,6,0,1,5,1,90,63,33,0,0,auto,attacker,0.366,0.637,attacker
B0692,Selene Dominion,Sable Nomads,plains,fog,3,11,2,1,8,0,1,2,6,0,1,1,4,9,1,3,1,3,66,69,24,0,0,auto,attacker,0.815,0.473,defender
B0693,Duskwood Clans,Vharn Confederacy,hills,rain,0,0,11,5,3,1,1,1,3,7,0,5,0,2,0,1,3,4,71,72,47,0,0,auto,attacker,0.454,0.792,attacker
B0694,Selene Dominion,Latian Republic,marsh,clear,0,0,0,10,1,2,5,5,1,7,6,1,2,1,0,4,1,4,49,60,53,0,0,auto,attacker,0.779,0.387,defender
B0695,Mareth Imperium,Vharn Confederacy,river_crossing,clear,7,0,5,2,0,3,5,1,1,7,2,1,1,0,10,0,2,4,73,58,8,0,0,manual,attacker,0.763,0.376,defender
B0696,Latian Republic,Selene Dominion,hills,rain,4,1,7,3,0,4,0,3,0,4,1,7,4,0,3,4,1,3,56,73,43,0,21,auto,attacker,0.678,0.471,defender
B0697,Selene Dominion,Duskwood Clans,marsh,clear,6,0,0,4,2,1,2,1,0,0,0,2,10,3,3,0,3,5,65,57,0,1,23,manual,defender,0.812,0.518,defender
B0698,Kessari Riders,Vharn Confederacy,plains,rain,2,0,0,4,4,5,14,0,0,3,3,1,1,0,14,2,3,2,54,83,27,0,0,auto,attacker,0.746,0.433,defender
B0699,Latian Republic,Kessari Riders,marsh,clear,2,10,2,0,1,0,3,3,1,0,2,2,0,11,4,1,3,4,72,94,29,0,17,auto,attacker,0.44,0.644,attacker
B0700,Orenthal League,Kessari Riders,marsh,clear,8,4,9,0,3,0,0,0,0,0,0,3,10,1,14,0,1,1,74,79,39,1,0,auto,defender,0.504,0.667,attacker
B0701,Duskwood Clans,Selene Dominion,marsh,clear,1,0,8,7,2,4,0,3,0,1,1,10,4,2,0,6,3,3,59,72,26,1,7,manual,attacker,0.421,0.779,attacker
B0702,Kessari Riders,Sable Nomads,forest,clear,1,6,4,0,7,5,1,3,4,6,0,3,5,2,0,1,2,4,80,87,61,0,0,auto,attacker,0.58,0.785,attacker
B0703,Mareth Imperium,Orenthal League,forest,clear,7,1,1,2,2,5,4,3,12,3,6,3,0,1,0,3,5,1,84,66,23,1,17,auto,defender,0.757,0.434,defender
B0704,Mareth Imperium,Orenthal League,forest,clear,2,8,2,2,0,8,4,0,13,4,2,0,0,2,0,5,4,1,78,89,0,0,0,manual,attacker,0.518,0.626,attacker
B0705,Vharn Confederacy,Latian Republic,plains,clear,1,7,1,4,5,0,3,2,2,6,6,0,2,6,4,0,1,2,53,62,2,0,0,manual,defender,0.84,0.311,defender
B0706,Duskwood Clans,Orenthal League,plains,rain,0,0,1,2,23,2,0,0,2,1,1,5,5,0,4,2,3,1,74,75,36,1,0,auto,attacker,0.771,0.391,defender
B0707,Vharn Confederacy,Selene Dominion,forest,clear,2,1,0,7,7,0,3,3,3,9,1,4,0,0,0,4,5,5,86,58,59,0,0,auto,attacker,0.463,0.888,attacker
B0708,Latian Republic,Vharn Confederacy,plains,clear,1,1,6,0,3,1,6,1,1,2,0,20,0,4,0,2,3,3,57,77,65,1,0,manual,defender,0.713,0.499,defender
B0709,Sable Nomads,Vharn Confederacy,plains,clear,0,0,0,5,6,4,0,5,2,6,1,10,0,3,1,1,5,2,90,89,32,0,0,auto,defender,0.871,0.589,defender
B0710,Sable Nomads,Vharn Confederacy,plains,clear,1,5,1,10,1,5,0,3,5,6,3,4,0,0,3,1,2,1,50,64,54,0,0,manual,attacker,0.447,0.731,attacker
B0711,Mareth Imperium,Duskwood Clans,plains,fog,7,4,7,1,2,0,1,0,0,0,5,0,16,2,0,2,2,5,86,73,37,0,0,auto,defender,0.46,0.76,attacker
B0712,Latian Republic,Selene Dominion,plains,clear,7,5,1,2,1,1,2,3,4,3,5,1,2,1,0,3,1,4,91,68,18,0,0,auto,attacker,0.34,0.794,attacker
B0713,Mareth Imperium,Orenthal League,river_crossing,clear,17,2,5,0,2,0,2,0,1,0,6,3,2,2,0,7,1,5,84,68,95,0,0,auto,attacker,0.444,0.852,attacker
B0714,Vharn Confederacy,Latian Republic,plains,clear,1,5,4,8,0,0,1,1,12,0,2,1,1,1,9,1,1,3,79,89,28,1,0,manual,defender,0.654,0.322,defender
B0715,Orenthal League,Latian Republic,river_crossing,clear,7,2,5,1,0,5,1,1,7,7,1,3,0,2,4,1,2,4,94,100,27,1,0,manual,defender,0.646,0.193,defender
B0716,Mareth Imperium,Duskwood Clans,plains,rain,3,3,1,0,0,0,12,1,4,1,2,4,4,1,0,0,1,3,40,75,32,0,0,auto,attacker,0.309,0.707,attacker
B0717,Kessari Riders,Vharn Confederacy,marsh,clear,1,3,2,2,2,9,1,1,1,2,0,6,3,5,3,1,2,2,40,89,49,1,23,auto,attacker,0.789,0.378,defender
B0718,Selene Dominion,Latian Republic,plains,clear,1,1,4,3,6,2,0,5,6,4,15,0,2,1,0,1,4,1,86,61,54,0,0,auto,defender,0.855,0.371,defender
B0719,Duskwood Clans,Vharn Confederacy,forest,rain,0,2,1,4,4,1,7,2,0,11,3,1,1,6,1,0,1,5,67,78,43,0,0,auto,attacker,0.681,0.42,defender
B0720,Vharn Confederacy,Orenthal League,forest,clear,11,8,0,0,2,1,0,4,4,1,4,10,0,0,2,4,3,5,48,51,22,0,0,auto,attacker,0.772,0.468,defender
B0721,Sable Nomads,Duskwood Clans,river_crossing,fog,1,1,2,4,1,4,2,2,0,4,4,3,6,1,3,6,1,2,85,73,19,0,11,auto,defender,0.783,0.35,defender
B0722,Vharn Confederacy,Orenthal League,plains,rain,5,4,0,8,0,0,3,3,5,2,1,3,1,6,0,1,2,3,56,71,13,0,0,auto,attacker,0.831,0.482,defender
B0723,Kessari Riders,Orenthal League,forest,fog,3,0,0,0,10,4,6,0,9,4,2,1,1,5,1,1,1,5,100,83,29,0,10,auto,attacker,0.672,0.28,defender
B0724,Selene Dominion,Orenthal League,hills,clear,9,1,0,1,2,0,1,10,1,6,2,1,1,1,10,2,4,3,81,65,34,1,0,auto,attacker,0.756,0.36,defender
B0725,Selene Dominion,Orenthal League,hills,clear,1,7,0,4,3,0,1,9,4,3,14,1,0,2,0,0,3,1,53,81,4,0,0,auto,attacker,0.462,0.794,attacker
B0726,Orenthal League,Mareth Imperium,plains,clear,2,2,1,2,2,12,2,0,8,1,1,5,2,0,5,3,4,2,65,85,68,1,0,auto,defender,0.39,0.646,attacker
B0727,Duskwood Clans,Kessari Riders,forest,clear,1,0,4,6,5,2,2,1,10,0,0,4,1,1,5,0,4,2,60,68,42,0,0,auto,attacker,0.653,0.481,defender
B0728,Duskwood Clans,Selene Dominion,hills,clear,0,4,3,0,7,8,1,3,0,5,4,4,0,0,8,5,4,1,96,71,34,0,0,auto,attacker,0.542,0.732,attacker
B0729,Latian Republic,Duskwood Clans,forest,rain,1,1,5,4,7,2,1,3,1,0,9,2,12,1,1,1,5,2,80,75,65,0,16,auto,defender,0.919,0.544,defender
B0730,Orenthal League,Sable Nomads,forest,clear,6,2,1,3,1,4,0,3,2,1,1,3,9,3,3,2,1,2,82,40,45,0,0,auto,defender,0.771,0.522,defender
B0731,Kessari Riders,Selene Dominion,plains,fog,0,2,6,0,7,3,1,1,2,2,0,8,2,2,1,7,2,3,55,46,34,0,0,auto,defender,0.38,0.765,attacker
B0732,Selene Dominion,Orenthal League,plains,rain,0,5,8,1,0,2,0,5,4,8,5,1,0,1,3,0,2,1,59,87,0,0,0,manual,attacker,0.731,0.508,defender
B0733,Mareth Imperium,Orenthal League,plains,fog,3,2,0,2,5,11,4,1,1,9,2,1,0,1,5,0,4,4,73,100,20,1,24,auto,attacker,0.658,0.251,defender
B0734,Latian Republic,Duskwood Clans,river_crossing,rain,6,3,4,1,1,1,1,3,2,0,6,6,2,1,0,0,5,2,60,60,39,0,0,auto,attacker,0.905,0.476,defender
B0735,Duskwood Clans,Vharn Confederacy,marsh,clear,1,1,1,1,11,3,1,0,4,16,1,1,2,1,0,0,5,5,70,70,17,1,9,manual,defender,0.628,0.384,defender
B0736,Latian Republic,Kessari Riders,plains,fog,6,6,3,2,4,2,0,3,1,0,5,2,7,9,0,2,5,5,86,61,1,0,0,auto,attacker,0.796,0.396,defender
B0737,Latian Republic,Sable Nomads,plains,clear,1,0,10,0,8,1,0,0,0,1,2,2,5,7,0,8,2,5,57,84,40,0,7,manual,defender,0.799,0.414,defender
B0738,Orenthal League,Kessari Riders,river_crossing,clear,1,3,1,2,3,17,0,1,1,3,0,0,13,3,1,0,2,2,58,52,48,1,22,auto,attacker,0.488,0.681,attacker
B0739,Kessari Riders,Mareth Imperium,river_crossing,rain,3,2,2,0,8,3,6,0,4,5,2,2,3,0,6,2,5,3,91,65,87,1,18,manual,attacker,0.756,0.432,defender
B0740,Duskwood Clans,Kessari Riders,plains,fog,0,4,10,7,1,2,0,1,0,1,0,2,1,4,13,1,4,4,69,66,23,0,0,auto,attacker,0.713,0.357,defender
B0741,Latian Republic,Duskwood Clans,plains,clear,3,1,5,5,0,5,0,5,1,0,5,3,12,0,0,2,2,1,80,45,7,0,0,manual,attacker,0.432,0.723,attacker
B0742,Selene Dominion,Mareth Imperium,river_crossing,clear,1,1,0,2,4,1,0,13,12,3,2,6,0,0,2,1,2,2,49,41,34,1,0,auto,defender,0.716,0.365,defender
B0743,Sable Nomads,Latian Republic,forest,clear,4,1,1,1,2,17,1,2,2,4,4,3,1,2,1,1,4,5,83,57,33,0,24,manual,attacker,0.528,0.718,attacker
B0744,Mareth Imperium,Orenthal League,marsh,rain,11,8,3,0,0,3,0,0,5,2,1,1,4,2,3,0,5,5,91,61,31,1,0,auto,attacker,0.481,0.641,attacker
B0745,Latian Republic,Selene Dominion,plains,fog,7,0,2,5,7,1,3,0,1,2,1,7,7,0,3,4,2,1,88,52,0,1,0,auto,attacker,0.418,0.825,attacker
B0746,Vharn Confederacy,Duskwood Clans,plains,clear,2,1,7,4,0,0,7,0,1,3,3,8,5,0,1,2,1,1,75,57,37,1,24,auto,defender,0.47,0.918,attacker
